step,cx_m,cy_m,yaw_rad,loss
0,-0.193342924118042,0.5411452054977417,3.220115900039673,0.6192676424980164
1,-0.18121331930160522,0.5534324645996094,3.296251058578491,0.8284254670143127
2,-0.17439472675323486,0.5610865354537964,3.373042106628418,0.87645423412323
3,-0.17337745428085327,0.5674115419387817,3.408745765686035,0.8976256847381592
4,-0.17840129137039185,0.5704295635223389,3.3959033489227295,0.9079899787902832
5,-0.18838173151016235,0.5701850652694702,3.363866090774536,0.906920313835144
6,-0.19938445091247559,0.5691823959350586,3.327704429626465,0.8966323137283325
7,-0.20851421356201172,0.5659891366958618,3.2844865322113037,0.8848552107810974
8,-0.22085946798324585,0.5618976354598999,3.2377467155456543,0.8682770729064941
9,-0.23526179790496826,0.5536885261535645,3.186453342437744,0.8114544153213501
10,-0.24445414543151855,0.5423034429550171,3.1671111583709717,0.8166921734809875
11,-0.2495630383491516,0.5258543491363525,3.140225648880005,0.805128812789917
12,-0.2506222724914551,0.5089086294174194,3.1216206550598145,0.7662891149520874
13,-0.245097815990448,0.495444655418396,3.1096301078796387,0.734345555305481
14,-0.23859506845474243,0.48754703998565674,3.112332344055176,0.7658530473709106
15,-0.22315692901611328,0.4849804639816284,3.1194047927856445,0.7772394418716431
16,-0.20614093542099,0.4885801076889038,3.1304636001586914,0.7415239214897156
17,-0.20482903718948364,0.4927006959915161,3.1556906700134277,0.7834256887435913
18,-0.21301651000976562,0.5042605400085449,3.1837093830108643,0.7783991098403931
19,-0.2222907543182373,0.5162339210510254,3.2091922760009766,0.6560990214347839
20,-0.22963428497314453,0.5247224569320679,3.25527286529541,0.5466400980949402
21,-0.2316148281097412,0.5292024612426758,3.293534278869629,0.6685908436775208
22,-0.2249252200126648,0.5286675691604614,3.3384950160980225,0.7012224197387695
23,-0.21614885330200195,0.5245606899261475,3.396528959274292,0.6447822451591492
24,-0.21624428033828735,0.5130833387374878,3.4534716606140137,0.6234840154647827
25,-0.2245408296585083,0.5058767795562744,3.4780211448669434,0.5819411277770996
26,-0.2309388518333435,0.5057646036148071,3.495983600616455,0.6384774446487427
27,-0.2319510579109192,0.5110570192337036,3.5129103660583496,0.663966953754425
28,-0.2315710186958313,0.5174503326416016,3.5105159282684326,0.6437767744064331
29,-0.22513997554779053,0.5220386981964111,3.503939151763916,0.6377536058425903
30,-0.2160259485244751,0.5229942798614502,3.4766428470611572,0.6122380495071411
31,-0.21156179904937744,0.5187129974365234,3.444321393966675,0.6137997508049011
32,-0.21469104290008545,0.5098555088043213,3.409905195236206,0.6197417378425598
33,-0.22530031204223633,0.502478837966919,3.3696188926696777,0.6024516820907593
34,-0.23055416345596313,0.5005290508270264,3.353658437728882,0.6727598905563354
35,-0.23464608192443848,0.5009922981262207,3.3346712589263916,0.702835738658905
36,-0.23861855268478394,0.5045177936553955,3.314671277999878,0.7124342322349548
37,-0.24021434783935547,0.5110188722610474,3.3065185546875,0.708014965057373
38,-0.24068081378936768,0.5196281671524048,3.2900736331939697,0.6690975427627563
39,-0.23735040426254272,0.5242586135864258,3.269479751586914,0.7041029930114746
40,-0.23182767629623413,0.525609016418457,3.245715856552124,0.7094336748123169
41,-0.22353041172027588,0.5242397785186768,3.228222131729126,0.6860348582267761
42,-0.20048671960830688,0.5204916000366211,3.2345075607299805,0.614538848400116
43,-0.1820448637008667,0.5148910284042358,3.2440690994262695,0.722533643245697
44,-0.1719018816947937,0.5117822885513306,3.257310152053833,0.8157328367233276
45,-0.1636245846748352,0.5109854936599731,3.261496067047119,0.863411545753479
46,-0.1566559076309204,0.5103615522384644,3.2636454105377197,0.8884646892547607
47,-0.15070539712905884,0.5098968744277954,3.266495704650879,0.9071950912475586
48,-0.14642047882080078,0.5108523368835449,3.2696340084075928,0.9218486547470093
49,-0.1430341601371765,0.5117359161376953,3.2722253799438477,0.9302868247032166
50,-0.1411505937576294,0.5125772953033447,3.274338960647583,0.9371334314346313
51,-0.14077496528625488,0.5130852460861206,3.280074119567871,0.9404442310333252
52,-0.1418408751487732,0.5132695436477661,3.2824857234954834,0.9410908222198486
53,-0.14333677291870117,0.5135155916213989,3.284407138824463,0.9386502504348755
54,-0.14566171169281006,0.5138517618179321,3.2845277786254883,0.9350676536560059
55,-0.1491125226020813,0.5139708518981934,3.278934955596924,0.929832398891449
56,-0.15373951196670532,0.5153993368148804,3.272158622741699,0.9217211008071899
57,-0.15984827280044556,0.5169256925582886,3.267969846725464,0.9082355499267578
58,-0.16609108448028564,0.5199378728866577,3.2555484771728516,0.8871800899505615
59,-0.17292970418930054,0.5233659744262695,3.239546537399292,0.8567306995391846
60,-0.18275988101959229,0.5257411003112793,3.228273630142212,0.8304361701011658
61,-0.1931559443473816,0.5257810354232788,3.217877149581909,0.8119447231292725
62,-0.20384669303894043,0.524491548538208,3.2107043266296387,0.7831172943115234
63,-0.21832764148712158,0.5219852924346924,3.195842981338501,0.7299636006355286
64,-0.23088008165359497,0.517558217048645,3.179100275039673,0.5851529240608215
65,-0.2381458282470703,0.509692907333374,3.1637096405029297,0.6232160925865173
66,-0.24323159456253052,0.5053902864456177,3.155014991760254,0.6783801913261414
67,-0.2469792366027832,0.5031386613845825,3.1471235752105713,0.7215363383293152
68,-0.24739724397659302,0.5054844617843628,3.148221969604492,0.744693398475647
69,-0.24634253978729248,0.5080616474151611,3.156191110610962,0.7361084222793579
70,-0.24254077672958374,0.5106645822525024,3.1615896224975586,0.7198613286018372
71,-0.23688840866088867,0.5155097246170044,3.1869990825653076,0.6921478509902954
72,-0.22912198305130005,0.5188966989517212,3.2231996059417725,0.6526702642440796
73,-0.21866655349731445,0.5196032524108887,3.2574589252471924,0.6184653043746948
74,-0.21373265981674194,0.5171576738357544,3.2942867279052734,0.5478195548057556
75,-0.21153002977371216,0.5131813287734985,3.3202505111694336,0.5720865726470947
76,-0.21747153997421265,0.5136771202087402,3.3468034267425537,0.6167073845863342
77,-0.2235303521156311,0.5186506509780884,3.3586409091949463,0.5445533394813538
78,-0.2285972237586975,0.5256788730621338,3.3525075912475586,0.5606937408447266
79,-0.23018145561218262,0.5315821170806885,3.3463573455810547,0.662445604801178
80,-0.22953516244888306,0.5333616733551025,3.337824583053589,0.7006397843360901
81,-0.22705954313278198,0.5333633422851562,3.3345847129821777,0.704404890537262
82,-0.22124069929122925,0.5330787897109985,3.331125020980835,0.683749258518219
83,-0.21679562330245972,0.5295455455780029,3.319122552871704,0.6564172506332397
84,-0.21661192178726196,0.5214897394180298,3.303403854370117,0.6595165729522705
85,-0.21899878978729248,0.5076415538787842,3.30122447013855,0.5836048722267151
86,-0.22158318758010864,0.4997215270996094,3.2829935550689697,0.5953050851821899
87,-0.22154951095581055,0.49748456478118896,3.2712674140930176,0.66432785987854
88,-0.21817564964294434,0.4968363046646118,3.2559802532196045,0.6781920790672302
89,-0.21171319484710693,0.4970763921737671,3.242852210998535,0.6663511991500854
90,-0.21155589818954468,0.4995589256286621,3.2328317165374756,0.6973757147789001
91,-0.2146880030632019,0.5053931474685669,3.2407379150390625,0.6888840794563293
92,-0.22376585006713867,0.5143715143203735,3.2628660202026367,0.6314224600791931
93,-0.2283092737197876,0.5214866399765015,3.2795825004577637,0.5515748262405396
94,-0.2275713086128235,0.5234729051589966,3.2942795753479004,0.6376518607139587
95,-0.22265005111694336,0.5231095552444458,3.3208160400390625,0.6452472805976868
96,-0.21524876356124878,0.5171207189559937,3.3546018600463867,0.5940860509872437
97,-0.2159336805343628,0.5100971460342407,3.3840789794921875,0.5589793920516968
98,-0.21798843145370483,0.5095371007919312,3.420062303543091,0.5876548290252686
99,-0.22074472904205322,0.5128762722015381,3.445263385772705,0.5869820713996887
100,-0.22427058219909668,0.5199317932128906,3.457855701446533,0.5720210075378418
101,-0.22198420763015747,0.5226593017578125,3.4630696773529053,0.5897840261459351
102,-0.21827071905136108,0.5208686590194702,3.472259998321533,0.5973860025405884
103,-0.21972495317459106,0.5187420845031738,3.4802396297454834,0.588104784488678
104,-0.21934634447097778,0.5178848505020142,3.473846435546875,0.5797700881958008
105,-0.21841299533843994,0.514620304107666,3.4528937339782715,0.5763281583786011
106,-0.21230506896972656,0.5162245035171509,3.4117820262908936,0.5685611367225647
107,-0.21029961109161377,0.521267294883728,3.3680927753448486,0.6021192073822021
108,-0.210987389087677,0.5237520933151245,3.333362340927124,0.6402623057365417
109,-0.2133946418762207,0.5250446796417236,3.301924705505371,0.6627102494239807
110,-0.2179199457168579,0.5191318988800049,3.270516872406006,0.6551482677459717
111,-0.2267107367515564,0.5074261426925659,3.247913122177124,0.5426936149597168
112,-0.23395401239395142,0.49820268154144287,3.2231576442718506,0.643014669418335
113,-0.23939800262451172,0.49082064628601074,3.2018802165985107,0.7228089570999146
114,-0.24076175689697266,0.4853379726409912,3.1821253299713135,0.7687704563140869
115,-0.24138247966766357,0.4825608730316162,3.1629700660705566,0.7905467748641968
116,-0.24055969715118408,0.47979843616485596,3.1459951400756836,0.8008092045783997
117,-0.23763954639434814,0.47977399826049805,3.126176595687866,0.8082319498062134
118,-0.23480582237243652,0.48308777809143066,3.1031224727630615,0.8018373250961304
119,-0.23005002737045288,0.4879390001296997,3.075847864151001,0.7820035815238953
