step,cx_m,cy_m,yaw_rad,loss
0,-0.22352814674377441,0.4825446605682373,1.5126307010650635,0.6771063208580017
1,-0.23611897230148315,0.49369585514068604,1.481697916984558,0.8237970471382141
2,-0.2604513168334961,0.5132930278778076,1.472209095954895,0.7481263875961304
3,-0.26722443103790283,0.5233222246170044,1.4726994037628174,0.6808885931968689
4,-0.2675076723098755,0.5340619087219238,1.4701652526855469,0.7055436968803406
5,-0.2658432722091675,0.5340156555175781,1.4732357263565063,0.7282364368438721
6,-0.25455939769744873,0.5381135940551758,1.486000895500183,0.7216920256614685
7,-0.24131381511688232,0.5349794626235962,1.4866719245910645,0.7083576917648315
8,-0.231767475605011,0.5258575677871704,1.4896578788757324,0.7020573616027832
9,-0.23116838932037354,0.512589693069458,1.5142122507095337,0.7148116230964661
10,-0.23518776893615723,0.4982990026473999,1.5323201417922974,0.7147032022476196
11,-0.24237173795700073,0.49593305587768555,1.545691967010498,0.7332288026809692
12,-0.2541493773460388,0.49976658821105957,1.5538629293441772,0.7233891487121582
13,-0.266701877117157,0.5067033767700195,1.5772275924682617,0.7003019452095032
14,-0.2764762043952942,0.5150527954101562,1.5910396575927734,0.7116147875785828
15,-0.2809733748435974,0.520763635635376,1.5991662740707397,0.7395759224891663
16,-0.2811744213104248,0.5281318426132202,1.6110270023345947,0.7630430459976196
17,-0.28052157163619995,0.5341082811355591,1.624135136604309,0.7781205177307129
18,-0.26991087198257446,0.5353615283966064,1.62617826461792,0.7894588112831116
19,-0.2571789622306824,0.530846118927002,1.6126117706298828,0.7442591190338135
20,-0.24060481786727905,0.5251402854919434,1.5917962789535522,0.6800578832626343
21,-0.23047292232513428,0.518418550491333,1.5707341432571411,0.6739389300346375
22,-0.22884082794189453,0.5152390003204346,1.54197359085083,0.7115796208381653
23,-0.22973310947418213,0.5124253034591675,1.5104196071624756,0.7228808999061584
24,-0.23164546489715576,0.5126818418502808,1.4822485446929932,0.7222816944122314
25,-0.23667550086975098,0.5154008865356445,1.4573074579238892,0.7138859033584595
26,-0.24864542484283447,0.5219196081161499,1.4276679754257202,0.6901646852493286
27,-0.2573426365852356,0.5274196863174438,1.4010953903198242,0.6654849052429199
28,-0.26472193002700806,0.533810019493103,1.3761929273605347,0.6820497512817383
